Seed no.,Date,Type of Soil,Sunlight,Frequency of water,Nitrogren,Phosphorus,Potassium,Height (mm),Number of leaves
Seed 16,10-Apr,Loam Soil,0,1,2.8,1.5,3.4,53,4
Seed 17,10-Apr,Loam Soil,0,1,2.5,1.9,3,40,4
Seed 18,10-Apr,Loam Soil,0,1,2.2,1.7,3.5,40,3
Seed 19,10-Apr,Loam Soil,0,1,2.6,1.4,3,31,4
Seed 20,10-Apr,Loam Soil,0,1,2.3,1.6,2.7,36,4
Seed 21,10-Apr,Loam Soil,0,1,2,1.8,3.4,35,4
Seed 22,10-Apr,Loam Soil,0,1,2.7,1.5,3.1,34,4
Seed 23,10-Apr,Loam Soil,0,1,2.4,1.9,2.8,40,3
Seed 24,10-Apr,Loam Soil,0,1,2.1,1.7,3.3,43,3
Seed 25,10-Apr,Loam Soil,0,1,2.8,1.4,2.9,51,3
Seed 26,10-Apr,Loam Soil,0,1,2.5,1.6,3.5,54,3
Seed 27,10-Apr,Loam Soil,0,1,2.2,1.8,3.2,40,3
Seed 28,10-Apr,Loam Soil,0,1,2.6,1.5,3.2,35,4
Seed 29,10-Apr,Loam Soil,0,1,2.3,1.9,2.9,31,3
Seed 30,10-Apr,Loam Soil,0,1,2,1.7,3.3,35,2
Seed 31,10-Apr,Loam Soil,0,1,2.7,1.4,2.9,55,5
Seed 32,10-Apr,Loam Soil,0,1,2.4,1.6,3.5,0,0
Seed 33,10-Apr,Loam Soil,0,1,2.1,1.8,3.2,27,3
Seed 34,10-Apr,Loam Soil,0,1,2.8,1.5,3.2,36,4
Seed 35,10-Apr,Loam Soil,0,1,2.5,1.9,2.9,51,3
Seed 36,10-Apr,Loam Soil,0,1,2.2,1.7,3.3,51,3
Seed 37,10-Apr,Loam Soil,0,1,2.6,1.4,2.9,45,3
Seed 38,10-Apr,Loam Soil,0,1,2.3,1.6,3.5,45,3
Seed 39,10-Apr,Loam Soil,0,1,2,1.8,3.2,40,4
Seed 40,10-Apr,Loam Soil,0,1,2.7,1.5,3.2,46,3
Seed 41,10-Apr,Loam Soil,0,1,2.4,1.9,2.9,41,3
Seed 42,10-Apr,Loam Soil,0,1,2.1,1.7,3.3,46,4
Seed 43,10-Apr,Loam Soil,0,1,2.8,1.4,3,34,4
Seed 44,10-Apr,Loam Soil,0,1,2.5,1.6,2.7,37,4
Seed 45,10-Apr,Loam Soil,0,1,2.2,1.8,3.4,43,4
Seed 46,10-Apr,Loam Soil,0,1,2.6,1.5,3.1,54,3
Seed 47,10-Apr,Loam Soil,0,1,2.3,1.9,2.8,51,3
Seed 48,10-Apr,Loam Soil,0,1,2,1.7,3.4,35,4
Seed 49,10-Apr,Loam Soil,0,1,2.7,1.4,3.1,41,4
Seed 50,10-Apr,Loam Soil,0,1,2.4,1.6,2.8,45,3
Seed 51,10-Apr,Loam Soil,0,1,2.1,1.8,3.5,45,4
Seed 52,10-Apr,Loam Soil,0,1,2.3,1.5,3.3,40,4
Seed 53,10-Apr,Loam Soil,0,1,2.7,1.4,3,38,3
Seed 54,10-Apr,Loam Soil,0,1,2.1,1.9,2.7,40,4
Seed 55,10-Apr,Loam Soil,0,1,2.4,1.7,3.5,60,3
Seed 56,10-Apr,Loam Soil,0,1,2.6,1.6,3.1,55,3
Seed 57,10-Apr,Loam Soil,0,1,2.2,1.8,3.2,40,2
Seed 58,10-Apr,Loam Soil,0,1,2.5,1.9,2.8,36,3
Seed 59,10-Apr,Loam Soil,0,1,2,1.7,3.4,35,4
Seed 60,10-Apr,Loam Soil,0,1,2.8,1.6,2.9,40,4
Seed 61,10-Apr,Loam Soil,0,1,2.3,1.5,3.3,46,3
Seed 62,10-Apr,Loam Soil,0,1,2.7,1.4,3,29,4
Seed 63,10-Apr,Loam Soil,0,1,2.1,1.9,2.7,35,3
Seed 64,10-Apr,Loam Soil,0,1,2.4,1.7,3.5,51,4
Seed 65,10-Apr,Loam Soil,0,1,2.6,1.6,3.1,56,4
Seed 66,10-Apr,Organic Soil,0,1,2.2,1.8,3.2,28,3
Seed 67,10-Apr,Organic Soil,0,1,2.5,1.9,2.8,0,0
Seed 68,10-Apr,Organic Soil,0,1,2,1.7,3.4,27,2
Seed 69,10-Apr,Organic Soil,0,1,2.8,1.6,2.9,24,2
Seed 70,10-Apr,Organic Soil,0,1,2.3,1.5,3.3,0,0
Seed 71,10-Apr,Organic Soil,0,1,2.7,1.4,3,23,2
Seed 72,10-Apr,Organic Soil,0,1,2.1,1.9,2.7,0,0
Seed 73,10-Apr,Organic Soil,0,1,2.4,1.7,3.5,0,0
Seed 74,10-Apr,Organic Soil,0,1,2.6,1.6,3.1,25,2
Seed 75,10-Apr,Organic Soil,0,1,2.2,1.8,3.2,0,0
Seed 76,10-Apr,Organic Soil,0,1,2.5,1.9,2.8,0,0
Seed 77,10-Apr,Organic Soil,0,1,2,1.7,3.4,33,2
Seed 78,10-Apr,Organic Soil,0,1,2.8,1.6,2.9,0,0
Seed 79,10-Apr,Organic Soil,0,1,2.3,1.5,3.3,25,2
Seed 80,10-Apr,Organic Soil,0,1,2.7,1.4,3,0,0
Seed 81,10-Apr,Organic Soil,0,1,2.1,1.9,2.7,0,0
Seed 82,10-Apr,Organic Soil,0,1,2.4,1.7,3.5,33,2
Seed 83,10-Apr,Organic Soil,0,1,2.6,1.6,3.1,0,0
Seed 84,10-Apr,Organic Soil,0,1,2.2,1.8,3.2,22,2
Seed 85,10-Apr,Organic Soil,0,1,2.5,1.9,2.8,0,0
Seed 86,10-Apr,Organic Soil,0,1,2,1.7,3.4,18,2
Seed 87,10-Apr,Organic Soil,0,1,2.8,1.6,2.9,0,0
Seed 88,10-Apr,Organic Soil,0,1,2.3,1.5,3.3,30,2
Seed 89,10-Apr,Organic Soil,0,1,2.7,1.4,3,0,0
Seed 90,10-Apr,Organic Soil,0,1,2.6,1.4,2.8,0,0
Seed 91,10-Apr,Organic Soil,0,1,2.4,1.7,3.1,0,0
Seed 92,10-Apr,Organic Soil,0,1,2,1.8,3.5,23,2
Seed 93,10-Apr,Organic Soil,0,1,2.7,1.6,2.9,0,0
Seed 94,10-Apr,Organic Soil,0,1,2.5,1.4,3.3,28,2
Seed 95,10-Apr,Organic Soil,0,1,2.2,1.9,2.7,0,0
Seed 96,10-Apr,Organic Soil,0,1,2.8,1.5,3,0,0
Seed 97,10-Apr,Organic Soil,0,1,2.3,1.7,3.4,0,0
Seed 98,10-Apr,Organic Soil,0,1,2.1,1.6,2.8,0,0
Seed 99,10-Apr,Organic Soil,0,1,2.6,1.3,3.1,33,2
Seed 100,10-Apr,Organic Soil,0,1,2.4,1.8,3.5,0,0
Seed 101,10-Apr,Organic Soil,0,1,2,1.5,2.9,30,2
Seed 102,10-Apr,Organic Soil,0,1,2.7,1.9,3.3,0,0
Seed 103,10-Apr,Organic Soil,0,1,2.5,1.4,2.7,0,0
Seed 104,10-Apr,Organic Soil,0,1,2.2,1.7,3,30,2
Seed 105,10-Apr,Organic Soil,0,1,2.8,1.6,3.4,0,0
Seed 106,10-Apr,Organic Soil,0,1,2.3,1.5,2.8,0,0
Seed 107,10-Apr,Organic Soil,0,1,2.1,1.9,3.1,25,2
Seed 108,10-Apr,Organic Soil,0,1,2.6,1.4,3.5,0,0
Seed 109,10-Apr,Organic Soil,0,1,2.4,1.7,2.9,0,0
Seed 110,10-Apr,Organic Soil,0,1,2,1.8,3.3,31,2
Seed 111,10-Apr,Organic Soil,0,1,2.7,1.6,2.7,0,0
Seed 112,10-Apr,Organic Soil,0,1,2.5,1.4,3,0,0
Seed 113,10-Apr,Organic Soil,0,1,2.2,1.9,3.4,28,2
Seed 114,10-Apr,Organic Soil,0,1,2.8,1.5,2.8,0,0
Seed 115,10-Apr,Organic Soil,0,1,2.3,1.7,3.1,0,0
Seed 116,10-Apr,Organic Soil,0,1,2.1,1.6,3.5,26,2
Seed 117,10-Apr,Organic Soil,0,1,2.6,1.3,2.9,0,0
Seed 118,10-Apr,Organic Soil,0,1,2.4,1.5,2.7,0,0
Seed 119,10-Apr,Organic Soil,0,1,2,1.8,3.1,28,2
Seed 120,10-Apr,Organic Soil,0,1,2.2,1.7,2.9,0,0
Seed 121,10-Apr,Organic Soil,0,1,2.6,1.4,3.5,18,2
Seed 122,10-Apr,Organic Soil,0,1,2.3,1.8,3.2,0,0
Seed 123,10-Apr,Organic Soil,0,1,2,1.5,3.1,0,0
Seed 124,10-Apr,Organic Soil,0,1,2.7,1.9,2.8,27,2
Seed 125,10-Apr,Organic Soil,0,1,2.4,1.6,3.4,0,0
Seed 126,10-Apr,Organic Soil,0,1,2.1,1.7,3,0,0
Seed 127,10-Apr,Organic Soil,0,1,2.8,1.4,3.3,0,0
Seed 128,10-Apr,Organic Soil,0,1,2.5,1.8,2.7,0,0
Seed 129,10-Apr,Organic Soil,0,1,2.2,1.6,3.5,29,2
Seed 130,10-Apr,Organic Soil,0,1,2.6,1.9,3.2,27,2
Seed 1,11-Apr,Loam Soil,0,1,1.5,0.8,2,39,3
Seed 2,11-Apr,Loam Soil,0,1,1.2,0.7,1.8,41,4
Seed 3,11-Apr,Loam Soil,0,1,1.3,0.9,1.5,40,4
Seed 4,11-Apr,Loam Soil,0,1,1.1,0.6,2.1,36,3
Seed 5,11-Apr,Loam Soil,0,1,1.4,0.7,1.7,50,4
Seed 6,11-Apr,Loam Soil,0,1,1,0.5,2.2,47,3
Seed 7,11-Apr,Loam Soil,0,1,1.2,0.8,1.6,35,3
Seed 8,11-Apr,Loam Soil,0,1,1.3,0.9,1.3,36,4
Seed 9,11-Apr,Loam Soil,0,1,1.1,0.6,1.9,41,2
Seed 10,11-Apr,Loam Soil,0,1,1.4,0.7,1.5,41,3
Seed 11,11-Apr,Loam Soil,0,1,1,0.5,2,40,3
Seed 12,11-Apr,Loam Soil,0,1,1.5,0.8,1.7,31,4
Seed 13,11-Apr,Loam Soil,0,1,1.2,0.7,1.4,35,3
Seed 14,11-Apr,Loam Soil,0,1,1.3,0.9,2,40,3
Seed 15,11-Apr,Loam Soil,0,1,1.1,0.6,1.6,51,4
Seed 16,11-Apr,Loam Soil,0,1,1.4,0.7,1.3,53,4
Seed 17,11-Apr,Loam Soil,0,1,1,0.5,1.9,40,4
Seed 18,11-Apr,Loam Soil,0,1,1.2,0.8,1.5,41,3
Seed 19,11-Apr,Loam Soil,0,1,1.3,0.9,1.2,33,4
Seed 20,11-Apr,Loam Soil,0,1,1.1,0.6,1.8,36,4
Seed 21,11-Apr,Loam Soil,0,1,1.4,0.7,1.4,35,4
Seed 22,11-Apr,Loam Soil,0,1,1,0.5,2,35,4
Seed 23,11-Apr,Loam Soil,0,1,1.5,0.8,1.6,40,3
Seed 24,11-Apr,Loam Soil,0,1,1.2,0.7,1.3,45,3
Seed 25,11-Apr,Loam Soil,0,1,1.3,0.9,1.9,51,3
Seed 26,11-Apr,Loam Soil,0,1,1.1,0.6,1.5,54,3
Seed 27,11-Apr,Loam Soil,0,1,1.4,0.7,1.2,40,3
Seed 28,11-Apr,Loam Soil,0,1,1,0.5,1.8,36,4
Seed 29,11-Apr,Loam Soil,0,1,1.2,0.8,1.4,31,3
Seed 30,11-Apr,Loam Soil,0,1,1.3,0.9,1,35,2
Seed 31,11-Apr,Loam Soil,0,1,1.1,0.6,1.7,56,5
Seed 32,11-Apr,Loam Soil,0,1,1.4,0.7,1.3,0,0
Seed 33,11-Apr,Loam Soil,0,1,1,0.5,1.9,30,3
Seed 34,11-Apr,Loam Soil,0,1,1.5,0.8,1.5,36,4
Seed 35,11-Apr,Loam Soil,0,1,1.2,0.7,1.2,51,3
Seed 36,11-Apr,Loam Soil,0,1,1.3,0.9,1.8,51,3
Seed 37,11-Apr,Loam Soil,0,1,1.1,0.6,1.4,45,3
Seed 38,11-Apr,Loam Soil,0,1,1.4,0.7,1,45,3
Seed 39,11-Apr,Loam Soil,0,1,1.1,0.6,1.7,40,4
Seed 40,11-Apr,Loam Soil,0,1,1.2,0.8,1.3,46,3
Seed 41,11-Apr,Loam Soil,0,1,1.3,0.9,1.2,41,3
Seed 42,11-Apr,Loam Soil,0,1,1,0.5,1.9,46,4
Seed 43,11-Apr,Loam Soil,0,1,1.4,0.7,1,34,4
Seed 44,11-Apr,Loam Soil,0,1,1.5,0.8,1.6,37,4
Seed 45,11-Apr,Loam Soil,0,1,1.2,0.7,1.4,43,4
Seed 46,11-Apr,Loam Soil,0,1,1.3,0.9,1.8,54,3
Seed 47,11-Apr,Loam Soil,0,1,1.1,0.6,1.5,51,3
Seed 48,11-Apr,Loam Soil,0,1,1,0.5,1.7,35,4
Seed 49,11-Apr,Loam Soil,0,1,1.4,0.7,1.2,41,4
Seed 50,11-Apr,Loam Soil,0,1,1.5,0.8,1.9,47,3
Seed 51,11-Apr,Loam Soil,0,1,1.2,0.7,1.6,45,4
Seed 52,11-Apr,Loam Soil,0,1,1.3,0.9,1.3,40,4
Seed 53,11-Apr,Loam Soil,0,1,1.1,0.6,1,38,3
Seed 54,11-Apr,Loam Soil,0,1,1,0.5,1.4,40,4
Seed 55,11-Apr,Loam Soil,0,1,1.4,0.7,1.8,60,3
Seed 56,11-Apr,Loam Soil,0,1,1.5,0.8,1.5,56,3
Seed 57,11-Apr,Loam Soil,0,1,1.2,0.7,1.7,40,2
Seed 58,11-Apr,Loam Soil,0,1,1.3,0.9,1.2,37,3
Seed 59,11-Apr,Loam Soil,0,1,1.1,0.6,1.6,35,4
Seed 60,11-Apr,Loam Soil,0,1,1,0.5,1.3,40,4
Seed 61,11-Apr,Loam Soil,0,1,1.4,0.7,1.9,46,3
Seed 62,11-Apr,Loam Soil,0,1,1.5,0.8,1.4,30,4
Seed 63,11-Apr,Loam Soil,0,1,1.2,0.7,1,35,3
Seed 64,11-Apr,Loam Soil,0,1,1.3,0.9,1.5,51,4
Seed 65,11-Apr,Loam Soil,0,1,1.1,0.6,1.7,56,4
Seed 66,11-Apr,Organic Soil,0,1,1,0.5,1.2,28,3
Seed 67,11-Apr,Organic Soil,0,1,1.4,0.7,1.6,0,0
Seed 68,11-Apr,Organic Soil,0,1,1.5,0.8,1.3,27,2
Seed 69,11-Apr,Organic Soil,0,1,1.2,0.7,1.8,24,2
Seed 70,11-Apr,Organic Soil,0,1,1.3,0.9,1.4,0,0
Seed 71,11-Apr,Organic Soil,0,1,1.1,0.6,1,25,2
Seed 72,11-Apr,Organic Soil,0,1,1,0.5,1.5,0,0
Seed 73,11-Apr,Organic Soil,0,1,1.4,0.7,1.7,0,0
Seed 74,11-Apr,Organic Soil,0,1,1.5,0.8,1.2,25,2
Seed 75,11-Apr,Organic Soil,0,1,1.2,0.7,1.6,0,0
Seed 76,11-Apr,Organic Soil,0,1,1.3,0.9,1.3,0,0
Seed 77,11-Apr,Organic Soil,0,1,1.8,1.2,2.5,33,2
Seed 78,11-Apr,Organic Soil,0,1,2.5,2,3.8,0,0
Seed 79,11-Apr,Organic Soil,0,1,2.1,1.7,2.9,25,2
Seed 80,11-Apr,Organic Soil,0,1,2.4,1.5,2.6,0,0
Seed 81,11-Apr,Organic Soil,0,1,1.9,1.3,2.7,0,0
Seed 82,11-Apr,Organic Soil,0,1,2.3,1.8,3.2,33,2
Seed 83,11-Apr,Organic Soil,0,1,2,1.6,2.8,0,0
Seed 84,11-Apr,Organic Soil,0,1,1.7,1.1,2.4,22,2
Seed 85,11-Apr,Organic Soil,0,1,2.2,1.9,3.1,0,0
Seed 86,11-Apr,Organic Soil,0,1,1.6,1.2,2.3,18,2
Seed 87,11-Apr,Organic Soil,0,1,2.5,2,3.9,0,0
Seed 88,11-Apr,Organic Soil,0,1,2.1,1.7,3,30,2
Seed 89,11-Apr,Organic Soil,0,1,2.4,1.5,2.7,0,0
Seed 90,11-Apr,Organic Soil,0,1,1.9,1.3,2.8,0,0
Seed 91,11-Apr,Organic Soil,0,1,2.3,1.8,3.3,0,0
Seed 92,11-Apr,Organic Soil,0,1,2,1.6,2.9,23,2
Seed 93,11-Apr,Organic Soil,0,1,1.7,1.1,2.5,0,0
Seed 94,11-Apr,Organic Soil,0,1,2.2,1.9,3.2,28,2
Seed 95,11-Apr,Organic Soil,0,1,1.6,1.2,2.4,0,0
Seed 96,11-Apr,Organic Soil,0,1,2.5,2,4,0,0
Seed 97,11-Apr,Organic Soil,0,1,2.1,1.7,3.1,0,0
Seed 98,11-Apr,Organic Soil,0,1,2.4,1.5,2.8,0,0
Seed 99,11-Apr,Organic Soil,0,1,1.9,1.3,2.9,33,2
Seed 100,11-Apr,Organic Soil,0,1,2.3,1.8,3.4,0,0
Seed 101,11-Apr,Organic Soil,0,1,2,1.6,3,30,2
Seed 102,11-Apr,Organic Soil,0,1,1.7,1.1,2.6,0,0
Seed 103,11-Apr,Organic Soil,0,1,2.2,1.9,3.3,0,0
Seed 104,11-Apr,Organic Soil,0,1,1.6,1.2,2.5,30,2
Seed 105,11-Apr,Organic Soil,0,1,2.5,2,4.1,0,0
Seed 106,11-Apr,Organic Soil,0,1,2.1,1.7,3.2,0,0
Seed 107,11-Apr,Organic Soil,0,1,2.4,1.5,2.9,25,2
Seed 108,11-Apr,Organic Soil,0,1,1.9,1.3,3,0,0
Seed 109,11-Apr,Organic Soil,0,1,2.3,1.8,3.5,0,0
Seed 110,11-Apr,Organic Soil,0,1,2,1.6,3.1,31,2
Seed 111,11-Apr,Organic Soil,0,1,1.7,1.1,2.7,0,0
Seed 112,11-Apr,Organic Soil,0,1,2.2,1.9,3.4,0,0
Seed 113,11-Apr,Organic Soil,0,1,1.6,1.2,2.6,28,2
Seed 114,11-Apr,Organic Soil,0,1,2.5,2,4.2,0,0
Seed 115,11-Apr,Organic Soil,0,1,2.4,1.5,3,0,0
Seed 116,11-Apr,Organic Soil,0,1,1.9,1.3,2.6,26,2
Seed 117,11-Apr,Organic Soil,0,1,2.3,1.8,3.5,0,0
Seed 118,11-Apr,Organic Soil,0,1,2,1.6,3.1,0,0
Seed 119,11-Apr,Organic Soil,0,1,1.7,1.1,2.7,30,2
Seed 120,11-Apr,Organic Soil,0,1,2.2,1.9,3.4,0,0
Seed 121,11-Apr,Organic Soil,0,1,1.6,1.2,2.5,18,2
Seed 122,11-Apr,Organic Soil,0,1,2.5,2,4,0,0
Seed 123,11-Apr,Organic Soil,0,1,2.1,1.7,3.3,0,0
Seed 124,11-Apr,Organic Soil,0,1,2.4,1.5,2.9,27,2
Seed 125,11-Apr,Organic Soil,0,1,1.9,1.3,2.5,0,0
Seed 126,11-Apr,Organic Soil,0,1,2.3,1.8,3.4,0,0
Seed 127,11-Apr,Organic Soil,0,1,2,1.6,3,0,0
Seed 128,11-Apr,Organic Soil,0,1,1.7,1.1,2.6,0,0
Seed 129,11-Apr,Organic Soil,0,1,2.2,1.9,3.3,29,2
Seed 130,11-Apr,Organic Soil,0,1,1.6,1.2,2.4,27,2
Seed 1,12-Apr,Loam Soil,0,0,1.7,1.1,2.5,39,3
Seed 2,12-Apr,Loam Soil,0,0,2.2,1.9,3.2,41,4
Seed 3,12-Apr,Loam Soil,0,0,1.6,1.2,2.3,40,4
Seed 4,12-Apr,Loam Soil,0,0,2.5,2,3.8,37,3
Seed 5,12-Apr,Loam Soil,0,0,2.1,1.7,3.1,50,4
Seed 6,12-Apr,Loam Soil,0,0,2.4,1.5,2.7,47,3
Seed 7,12-Apr,Loam Soil,0,0,1.9,1.3,2.3,35,3
Seed 8,12-Apr,Loam Soil,0,0,2.3,1.8,3.2,36,4
Seed 9,12-Apr,Loam Soil,0,0,2,1.6,2.8,42,2
Seed 10,12-Apr,Loam Soil,0,0,1.7,1.1,2.4,41,3
Seed 11,12-Apr,Loam Soil,0,0,2.2,1.9,3.1,40,3
Seed 12,12-Apr,Loam Soil,0,0,1.6,1.2,2.2,33,4
Seed 13,12-Apr,Loam Soil,0,0,2.5,2,3.7,35,3
Seed 14,12-Apr,Loam Soil,0,0,2.1,1.7,3,40,3
Seed 15,12-Apr,Loam Soil,0,0,2.4,1.5,2.6,51,4
Seed 16,12-Apr,Loam Soil,0,0,1.9,1.3,2.2,53,4
Seed 17,12-Apr,Loam Soil,0,0,1.8,1,2.2,40,4
Seed 18,12-Apr,Loam Soil,0,0,1.5,0.9,2,41,3
Seed 19,12-Apr,Loam Soil,0,0,1.6,1,2.1,33,4
Seed 20,12-Apr,Loam Soil,0,0,1.9,1.1,2.3,36,4
Seed 21,12-Apr,Loam Soil,0,0,1.7,0.9,2,37,4
Seed 22,12-Apr,Loam Soil,0,0,1.5,0.8,1.9,35,4
Seed 23,12-Apr,Loam Soil,0,0,1.8,1,2.2,40,3
Seed 24,12-Apr,Loam Soil,0,0,1.6,0.9,2.1,45,3
Seed 25,12-Apr,Loam Soil,0,0,1.4,0.8,1.8,51,3
Seed 26,12-Apr,Loam Soil,0,0,1.7,1,2.2,54,3
Seed 27,12-Apr,Loam Soil,0,0,1.5,0.9,2,40,3
Seed 28,12-Apr,Loam Soil,0,0,1.8,1.1,2.3,36,4
Seed 29,12-Apr,Loam Soil,0,0,1.6,0.9,2.1,31,3
Seed 30,12-Apr,Loam Soil,0,0,1.4,0.8,1.9,35,2
Seed 31,12-Apr,Loam Soil,0,0,1.7,1,2.2,56,5
Seed 32,12-Apr,Loam Soil,0,0,1.5,0.9,2,0,0
Seed 33,12-Apr,Loam Soil,0,0,1.8,1.1,2.3,30,3
Seed 34,12-Apr,Loam Soil,0,0,1.6,1,2.1,36,4
Seed 35,12-Apr,Loam Soil,0,0,1.3,0.7,1.8,51,3
Seed 36,12-Apr,Loam Soil,0,0,1.7,0.9,2,52,3
Seed 37,12-Apr,Loam Soil,0,0,1.5,0.8,1.9,45,3
Seed 38,12-Apr,Loam Soil,0,0,1.8,1,2.2,45,3
Seed 39,12-Apr,Loam Soil,0,0,1.6,0.9,2.1,41,4
Seed 40,12-Apr,Loam Soil,0,0,1.4,0.8,1.8,46,3
Seed 41,12-Apr,Loam Soil,0,0,1.7,1,2.2,41,3
Seed 42,12-Apr,Loam Soil,0,0,1.5,0.9,2,46,4
Seed 43,12-Apr,Loam Soil,0,0,1.8,1.1,2.3,34,4
Seed 44,12-Apr,Loam Soil,0,0,1.6,1,2.1,37,4
Seed 45,12-Apr,Loam Soil,0,0,1.3,0.7,1.8,43,4
Seed 46,12-Apr,Loam Soil,0,0,1.7,0.9,2,54,3
Seed 47,12-Apr,Loam Soil,0,0,1.5,0.8,1.9,52,3
Seed 48,12-Apr,Loam Soil,0,0,1.8,1,2.2,35,4
Seed 49,12-Apr,Loam Soil,0,0,1.6,0.9,2.1,41,4
Seed 50,12-Apr,Loam Soil,0,0,1.4,0.8,1.8,47,3
Seed 51,12-Apr,Loam Soil,0,0,1.7,1,2.2,46,4
Seed 52,12-Apr,Loam Soil,0,0,1.5,0.9,2,41,4
Seed 53,12-Apr,Loam Soil,0,0,1.8,1.1,2.3,38,3
Seed 54,12-Apr,Loam Soil,0,0,1.6,1,2.1,40,4
Seed 55,12-Apr,Loam Soil,0,0,1.8,1.2,2.5,60,3
Seed 56,12-Apr,Loam Soil,0,0,1.5,0.9,2,56,3
Seed 57,12-Apr,Loam Soil,0,0,1.6,1,2.1,40,2
Seed 58,12-Apr,Loam Soil,0,0,1.9,1.1,2.3,37,3
Seed 59,12-Apr,Loam Soil,0,0,1.7,0.9,2,35,4
Seed 60,12-Apr,Loam Soil,0,0,1.5,0.8,1.9,40,4
Seed 61,12-Apr,Loam Soil,0,0,1.8,1,2.2,46,3
Seed 62,12-Apr,Loam Soil,0,0,1.6,0.9,2.1,30,4
Seed 63,12-Apr,Loam Soil,0,0,1.4,0.8,1.8,36,3
Seed 64,12-Apr,Loam Soil,0,0,1.7,1,2.2,51,4
Seed 65,12-Apr,Loam Soil,0,0,1.5,0.9,2,56,4
Seed 66,12-Apr,Organic Soil,0,0,1.8,1.1,2.3,28,3
Seed 67,12-Apr,Organic Soil,0,0,1.6,0.9,2.1,0,0
Seed 68,12-Apr,Organic Soil,0,0,1.4,0.8,1.9,27,2
Seed 69,12-Apr,Organic Soil,0,0,1.7,1,2.2,25,2
Seed 70,12-Apr,Organic Soil,0,0,1.5,0.9,2,0,0
Seed 71,12-Apr,Organic Soil,0,0,1.8,1.1,2.3,25,2
Seed 72,12-Apr,Organic Soil,0,0,1.6,1,2.1,0,0
Seed 73,12-Apr,Organic Soil,0,0,1.3,0.7,1.8,0,0
Seed 74,12-Apr,Organic Soil,0,0,1.7,0.9,2,25,2
Seed 75,12-Apr,Organic Soil,0,0,1.5,0.8,1.9,0,0
Seed 76,12-Apr,Organic Soil,0,0,1.8,1,2.2,0,0
Seed 77,12-Apr,Organic Soil,0,0,1.6,0.9,2.1,33,2
Seed 78,12-Apr,Organic Soil,0,0,1.4,0.8,1.8,0,0
Seed 79,12-Apr,Organic Soil,0,0,1.7,1,2.2,27,2
Seed 80,12-Apr,Organic Soil,0,0,1.5,0.9,2,0,0
Seed 81,12-Apr,Organic Soil,0,0,1.8,1.1,2.3,0,0
Seed 82,12-Apr,Organic Soil,0,0,1.6,1,2.1,33,2
Seed 83,12-Apr,Organic Soil,0,0,1.3,0.7,1.8,0,0
Seed 84,12-Apr,Organic Soil,0,0,1.7,0.9,2,22,2
Seed 85,12-Apr,Organic Soil,0,0,1.5,0.8,1.9,0,0
Seed 86,12-Apr,Organic Soil,0,0,1.8,1,2.2,23,2
Seed 87,12-Apr,Organic Soil,0,0,1.6,0.9,2.1,0,0
Seed 88,12-Apr,Organic Soil,0,0,1.4,0.8,1.8,30,2
Seed 89,12-Apr,Organic Soil,0,0,1.7,1,2.2,0,0
Seed 90,12-Apr,Organic Soil,0,0,1.5,0.9,2,0,0
Seed 91,12-Apr,Organic Soil,0,0,1.8,1.1,2.3,0,0
Seed 92,12-Apr,Organic Soil,0,0,1.6,1,2.1,27,2
Seed 93,12-Apr,Organic Soil,0,0,2,1.1,2.9,0,0
Seed 94,12-Apr,Organic Soil,0,0,1.7,0.9,2.5,30,2
Seed 95,12-Apr,Organic Soil,0,0,2.2,1.2,3.2,0,0
Seed 96,12-Apr,Organic Soil,0,0,1.5,0.8,2.2,0,0
Seed 97,12-Apr,Organic Soil,0,0,1.9,1,2.7,0,0
Seed 98,12-Apr,Organic Soil,0,0,1.6,0.8,2.4,0,0
Seed 99,12-Apr,Organic Soil,0,0,1.8,1,2.8,33,2
Seed 100,12-Apr,Organic Soil,0,0,1.5,0.7,2.1,0,0
Seed 101,12-Apr,Organic Soil,0,0,2,1.1,2.9,30,2
Seed 102,12-Apr,Organic Soil,0,0,1.7,0.9,2.5,0,0
Seed 103,12-Apr,Organic Soil,0,0,2.2,1.2,3.2,0,0
Seed 104,12-Apr,Organic Soil,0,0,1.5,0.8,2.2,30,2
Seed 105,12-Apr,Organic Soil,0,0,1.9,1,2.7,0,0
Seed 106,12-Apr,Organic Soil,0,0,1.6,0.8,2.4,0,0
Seed 107,12-Apr,Organic Soil,0,0,1.8,1,2.8,28,2
Seed 108,12-Apr,Organic Soil,0,0,1.5,0.7,2.1,0,0
Seed 109,12-Apr,Organic Soil,0,0,2,1.1,2.9,0,0
Seed 110,12-Apr,Organic Soil,0,0,1.7,0.9,2.5,32,2
Seed 111,12-Apr,Organic Soil,0,0,2.2,1.2,3.2,0,0
Seed 112,12-Apr,Organic Soil,0,0,1.5,0.8,2.2,0,0
Seed 113,12-Apr,Organic Soil,0,0,1.9,1,2.7,28,2
Seed 114,12-Apr,Organic Soil,0,0,1.6,0.8,2.4,0,0
Seed 115,12-Apr,Organic Soil,0,0,1.8,1,2.8,0,0
Seed 116,12-Apr,Organic Soil,0,0,1.5,0.7,2.1,26,2
Seed 117,12-Apr,Organic Soil,0,0,2,1.1,2.9,0,0
Seed 118,12-Apr,Organic Soil,0,0,1.7,0.9,2.5,0,0
